1,   1390054618726424578
2,   1390049930526531588
3,   1389558380717481985
4,   1389996182424879105
5,   1389556960354131975
6,   1389790867746037763
7,   1387615126438649857
8,   1389668273503948801
9,   1389596560699236361
10,  1389664987451469833
11,  1387526842920415233
12,  1389294664700899331
13,  1388618031257980928
14,  1390047396114010113
15,  1387839070135590915
16,  1389002359666262016
17,  1390047131986063362
18,  1390043223398117376
19,  1390042190743703553
20,  1390039693962534914
21,  1390034082403291139
22,  1390032628494000141
23,  1390032624001982467
24,  1388647325237583873
25,  1389339202114920449
26,  1389685271411642372
27,  1388547869804666880
28,  1388168649786028033
29,  1388251557213265921
30,  1388976773522591745
31,  1387888918893273095
32,  1388218392507600904
33,  1389718425430204416
34,  1388630753571790849
35,  1387855744117010432
36,  1387872318370717697
37,  1387559444511264770
38,  1390031345917710336
39,  1388614174238855168
40,  1390031083333378049
41,  1390029463874727937
42,  1390027515075432453
43,  1390024513044180993
44,  1390012726978617347
45,  1390012226136731652
46,  1390011192907898893
47,  1390003215609991174
48,  1389626292518092801
49,  1388239875401424897
50,  1388943222441869317
51,  1389772978414444544
52,  1387582113864511489
53,  1388599260275363842
54,  1390000471469805569
55,  1389427783894401025
56,  1388032869084270594
57,  1390000117428666371
58,  1389995810314616832
59,  1389993827277103114
60,  1389992675995111434
61,  1389992430997368839
62,  1389992042370007040
63,  1389991877982760971
64,  1389991198996107264
65,  1389990795701219329
66,  1389990092303790082
67,  1387430744084017158
68,  1388696869279125508
69,  1389982482599133186
70,  1389955023182831621
71,  1389787158328786944
72,  1389969253089038339
73,  1389786180141596676
74,  1388005178532638721
75,  1389764180375449603
76,  1389816411439177729
77,  1389750582517321734
78,  1389966466741641217
79,  1389657480402247687
80,  1389702888599916550
81,  1389964835178393600
82,  1389705342498471936
83,  1389962105336471554
84,  1389587151466074118
85,  1389566207938813953
86,  1389952528687767556
87,  1388150394572976130
88,  1387433627231920129
89,  1389231325991817217
90,  1389947223757176836
91,  1389945088222978048
92,  1389936304520056839
93,  1389935418926276611
94,  1389631922641412096
95,  1389933179713114116
96,  1389791806150172672
97,  1389932240948318210
98,  1389578892244029441
99,  1389587566911909889
100, 1389726797235904513
101, 1389925182001717250
102, 1389923405424586752
103, 1389912760163606528
104, 1389805110021169155
105, 1389807313918169088
106, 1389892023784706055
107, 1389862212265676800
108, 1389849776615608326
109, 1389850216765874178
110, 1389853440667381762
111, 1389852413457219585
112, 1389744428567318536
113, 1389838585524719616
114, 1389734391887253504
115, 1389626744177528834
116, 1389837144244592643
117, 1389831602495238144
118, 1389823950709051393
119, 1389817195363028992
120, 1389816718671761413
121, 1389806065923936257
122, 1389805799669747713
123, 1389804385216106497
124, 1389799114448150538
125, 1389796725188141056
126, 1389795552733372417
127, 1389793621923094529
128, 1387620475241517056
129, 1389789709056888844
130, 1389788320599879681
131, 1389786257211990019
132, 1389786188391800834
133, 1389783895919316994
134, 1389781769054867458
135, 1389446849610715142
136, 1389775281154523143
137, 1389772972651552773
138, 1389772349835124742
139, 1389770893379858435
140, 1389769190073008131
141, 1389584968829992961
142, 1389768427821166593
143, 1389651558153867266
144, 1389764721411248133
145, 1389758770750787585
146, 1389757328317108228
147, 1389742721535922176
148, 1389737181074190336
149, 1389621830357450754
150, 1389736447276568578
151, 1389735870178107393
152, 1389734798592155648
153, 1389734576680050694
154, 1389732729344823298
155, 1389688094673162240
156, 1389593203762946051
157, 1389730509782093824
158, 1387897106388582402
159, 1389727898626633730
160, 1389726053917204480
161, 1389725131350544385
162, 1389720551216746497
163, 1389715404373696512
164, 1389553966078480387
165, 1389712169986527234
166, 1389701786643148812
167, 1389459512961032193
168, 1389700907009413121
169, 1389699852490186763
170, 1389699277643915265
171, 1389697892756115460
172, 1389696355577208835
173, 1389692668473581568
174, 1389691384479641600
175, 1389689850081599489
176, 1389687779291025416
177, 1389677526889373696
178, 1389685842071887874
179, 1389684627405635585
180, 1389679710649536512
181, 1389444789527977990
182, 1389569443571793921
183, 1389609377531719680
184, 1389673227727876098
185, 1389660116073558025
186, 1389632321888964619
187, 1389671582679932933
188, 1389670989890478087
189, 1389669689089921025
190, 1389667568823111681
191, 1389669102134902786
192, 1389668617759825921
193, 1389647600064868354
194, 1389665178225106945
195, 1389663247830245377
196, 1389661386343653381
197, 1389657777249951746
198, 1389656961164087296
199, 1389654391695847428
200, 1389653623810887682
201, 1389652197558812672
202, 1389649763021115392
203, 1389632956176683016
204, 1389631495753502720
205, 1389630575967969282
206, 1389629984730353670
207, 1389628306505490432
208, 1389627463068622851
209, 1389625251986776067
210, 1389625239412346882
211, 1389623459085393922
212, 1389620726458556416
213, 1389620536427180032
214, 1389620537786306563
215, 1389619902185578499
216, 1389619595695181824
217, 1389615124768428041
218, 1389609694247874570
219, 1389606514910928896
220, 1389590164645818368
221, 1389601637195337734
222, 1389595828478615554
223, 1389586784678555653
224, 1389569890001031172
225, 1389594009090150400
226, 1389589181597356033
227, 1389588210267811852
228, 1389577224861360132
229, 1389571048752959489
230, 1389570321406218241
231, 1389568539376320514
232, 1389568288624156675
233, 1389568034084249603
234, 1389566950464909315
235, 1389561995314204672
236, 1389557730642436098
237, 1389546317161115649
238, 1389545413494063127
239, 1389535402281906179
240, 1389513610691502081
241, 1389506524020572163
242, 1389502725285507082
243, 1389493585658187777
244, 1389434739401035778
245, 1389468748847984643
246, 1389490647556558849
247, 1389452625184186368
248, 1389464865232736261
249, 1389471063180861442
250, 1389466842054336513
251, 1389468265273958404
252, 1389466392236150793
253, 1389462267926831108
254, 1389461613149782019
255, 1389457537901211651
256, 1389456807983153165
257, 1389460803082985475
258, 1389459336267587584
259, 1389460336600748033
260, 1389458335846453252
261, 1389459115362164736
262, 1389458549202317315
263, 1389458153427800064
264, 1389457613725659136
265, 1389457280173678594
266, 1389456499047604225
267, 1389455905293365248
268, 1389455045574414336
269, 1389453683994230784
270, 1389453360151945217
271, 1389453328078102530
272, 1389452819942440962
273, 1389451786696761349
274, 1389450977909018625
275, 1389432048729804801
276, 1389450143930347524
277, 1389449891030605828
278, 1389449091743027201
279, 1389448929058725889
280, 1389447563862974470
281, 1389447350226087939
282, 1389446512527085571
283, 1389443243511738368
284, 1389444605595197449
285, 1389442028392521729
286, 1389441991184846848
287, 1389441395463651334
288, 1389440025641762819
289, 1389439139435712516
290, 1389437640303386626
291, 1389436217024974850
292, 1389436198632914952
293, 1389435868889313283
294, 1389435776325361672
295, 1389435526965436421
296, 1389434225414180871
297, 1389433341619838977
298, 1389432791805407235
299, 1389432700734377987
300, 1389432193664040960
301, 1389431157054398464
302, 1389430734214008832
303, 1389428832294162440
304, 1389428179337584643
305, 1389428183733182466
306, 1389427560254255104
307, 1389426016779595779
308, 1389410746279280641
309, 1389407367687770113
310, 1389390668083077121
311, 1389389201364246529
312, 1389377953096556546
313, 1389373142070562819
314, 1389371693437706240
315, 1389371520263200768
316, 1389353132967317505
317, 1389298790440620034
318, 1389352604166090754
319, 1388382927231229954
320, 1389345467947831296
321, 1389343222644854785
322, 1389322462135865344
323, 1389308919491792899
324, 1388912295510695947
325, 1389307480807673856
326, 1389305541864820736
327, 1389305002796060672
328, 1387853444854296585
329, 1389280960122957824
330, 1388554819212771328
331, 1389269896807124996
332, 1387446361952460801
333, 1389265202797891587
334, 1389264225923702784
335, 1388384389927563267
336, 1389264199365267456
337, 1387874931220779009
338, 1389255969251733510
339, 1389254809513959431
340, 1389248025189564416
341, 1389233783308619776
342, 1389233040589737985
343, 1389232018001702915
344, 1389231071586177034
345, 1387579613677854720
346, 1389228215001141257
347, 1389225695352610819
348, 1389223273053908994
349, 1388131036438024193
350, 1388209839881474052
351, 1388510150244306951
352, 1389048507730890758
353, 1389042417379254275
354, 1389043051667017736
355, 1389024511606104065
356, 1389014644497559556
357, 1389012606980136964
358, 1389006412769071107
359, 1388990557641392129
360, 1388988344281886720
361, 1388641815125925894
362, 1388988128703107073
363, 1388963909181206528
364, 1388946818789044224
365, 1388940235409563648
366, 1388929174174277633
367, 1388908351552049155
368, 1388903027302494212
369, 1388901852821942272
370, 1388898196911386631
371, 1388879502344818692
372, 1387873992724209664
373, 1388800217458356229
374, 1388714042722717697
375, 1388713353300877314
376, 1388696939282124803
377, 1388684792967831560
378, 1388681672183336964
379, 1388678275443040256
380, 1388650493241487362
381, 1388638308675117058
382, 1388634687791370241
383, 1388632687590612993
384, 1388625538407833604
385, 1388612203956240387
386, 1388608874836422656
387, 1388599323764551680
388, 1387491956821946368
389, 1388596597915721729
390, 1388588328253988865
391, 1388576510194327552
392, 1388576079284158467
393, 1388554850036641793
394, 1388519597679124483
395, 1388510665808048128
396, 1388491044027715584
397, 1388478847360782348
398, 1388474415352979459
399, 1388439941189931015
400, 1388347873490653186
401, 1388344996382793728
402, 1388338841807777792
403, 1388334137187082243
404, 1388331562240921603
405, 1388326644763349001
406, 1388319430828912641
407, 1388312494645465091
408, 1388312170849525768
409, 1388294822029512704
410, 1388282139326631941
411, 1388280028773949449
412, 1388275622481473541
413, 1388268066203529216
414, 1388267824875937795
415, 1388268289911001089
416, 1388255871658979329
417, 1388237133664559106
418, 1388230995397156865
419, 1388227286806130688
420, 1388220258603786240
421, 1388205322116861955
422, 1388200555005112324
423, 1388194893902749696
424, 1388193390282555397
425, 1388192904062009344
426, 1388191362198097925
427, 1388189592185098241
428, 1388179597737431045
429, 1388173029700743168
430, 1388164081874518022
431, 1388160302047391752
432, 1388136546067435523
433, 1388088660046778371
434, 1388086367725494276
435, 1388028582346182656
436, 1387982273341845506
437, 1387980986030297090
438, 1387957037141737474
439, 1387941654976294916
440, 1387939998318563330
441, 1387927275950194690
442, 1387897861405298690
443, 1387862974988095492
444, 1387460123002507271
445, 1387856603622170624
446, 1387842843255840772
447, 1387836143299870723
448, 1387833679884390401
449, 1387833535159934977
450, 1387828756090216450
451, 1387821554805862403
452, 1387801341435650050
453, 1387792933039091716
454, 1387792075396063240
455, 1387784857942597635
456, 1387782205703802881
457, 1387768989561106437
458, 1387762476385718276
459, 1387755332387082242
460, 1387657848130179072
461, 1387630028322578434
462, 1387606057086853124
463, 1387595378049040385
464, 1387591936589107202
465, 1387585321009926147
466, 1387584437701931011
467, 1387583675626295298
468, 1387574819487731713
469, 1387569126193856516
470, 1387558646293401600
471, 1387530997080657921
472, 1387373718658240514
473, 1387518088770310144
474, 1387517992053796865
475, 1387517168934285313
476, 1387508977517285378
477, 1387483541345226753
478, 1387482928511283200
479, 1387482077717663744
480, 1387471934783373324
481, 1387453744107954183
482, 1387428197977886731
483, 1387425491926192132
484, 1387424227511312396
485, 1387416738745266178
486, 1387414809461755907
487, 1387411904608546819
488, 1387404515893207042
489, 1387395679190933511
490, 1387366616762101760
491, 1387371257600126986
492, 1387302609413763073
493, 1387291675546963970
494, 1387291151225344004
495, 1387265520529854466
